contact_id,account_id,full_name,title,buying_role,email_open_rate,email_reply_count_90d,demo_requested,linkedin_engaged,avg_intent_score,icp_fit_score,trigger_event,existing_customer,contact_converted,true_conversion_prob,funnel_stage,funnel_stage_label
CON-0013258,ACC-001258,Robert Ward,VP Engineering,technical_validator,0.31,1,False,False,0.664,0.676,none,False,1,0.2785,1,SQL
CON-0013259,ACC-003576,James Smith,Sales Rep,user_buyer,0.146,1,False,False,0.54,0.282,none,False,0,0.1326,0,MQL
CON-0013260,ACC-000788,Cassidy Wheeler,IT Security Manager,technical_validator,0.371,1,False,False,0.46399999999999997,0.635,none,False,1,0.3195,1,SQL
CON-0013261,ACC-004313,Alicia Cunningham,Paralegal,user_buyer,0.366,2,False,False,0.44,0.788,none,False,0,0.1878,0,MQL
CON-0013262,ACC-002007,James Curry,HR Coordinator,user_buyer,0.237,0,False,False,0.33,0.485,none,True,1,0.1745,0,MQL
CON-0013263,ACC-003800,Gary Willis,Head of Sales Ops,champion,0.553,3,False,False,1.0,0.547,tech_refresh,False,0,0.8759,2,Opportunity
CON-0013264,ACC-000424,Timothy Hernandez,Sales Rep,user_buyer,0.354,2,False,False,0.6633333333333334,0.881,compliance_mandate,False,1,0.4838,1,SQL
CON-0013265,ACC-001085,Jason Mcdonald,Sales Rep,user_buyer,0.627,2,False,False,1.0,0.62,tech_refresh,False,0,0.3084,1,SQL
CON-0013266,ACC-004166,Andrea Lee,Head of Sales Ops,champion,0.534,1,False,False,1.0,0.613,none,False,1,0.9141,3,Closed-Won
CON-0013267,ACC-001285,Thomas Roberson,Legal Ops Manager,champion,0.33,0,False,True,0.44333333333333336,0.855,leadership_change,True,1,0.5475,1,SQL
CON-0013268,ACC-001711,Christopher Hardin,HR Coordinator,user_buyer,0.43,0,False,False,0.44,0.726,funding_round,False,0,0.3408,1,SQL
CON-0013269,ACC-001551,Timothy Collins,HR Coordinator,user_buyer,0.65,0,False,False,0.8300000000000001,0.889,funding_round,True,1,0.6982,2,Opportunity
CON-0013270,ACC-000461,Travis Fischer,Legal Ops Manager,champion,0.199,0,True,False,0.22,0.893,funding_round,True,1,0.3717,1,SQL
CON-0013271,ACC-000835,Kimberly Smith,Paralegal,user_buyer,0.501,0,False,False,0.664,0.69,none,False,0,0.3768,1,SQL
CON-0013272,ACC-000467,Shelby Phillips,Director of Operations,champion,0.81,0,False,False,0.866,0.605,none,False,1,0.7688,2,Opportunity
CON-0013273,ACC-004445,Shawn Payne,Contracts Manager,user_buyer,0.337,1,False,False,0.8640000000000001,0.973,none,False,0,0.5457,1,SQL
CON-0013274,ACC-001706,Charles Green,CFO,economic_buyer,0.484,3,False,True,0.49750000000000005,0.819,leadership_change,False,1,0.5541,1,SQL
CON-0013275,ACC-000078,Matthew Ramsey,Legal Ops Manager,champion,0.669,1,False,False,0.6083333333333334,0.411,compliance_mandate,False,0,0.4691,1,SQL
CON-0013276,ACC-003855,Edward Bailey,Sales Rep,user_buyer,0.713,0,False,False,0.7733333333333334,0.621,leadership_change,False,1,0.5983,1,SQL
CON-0013277,ACC-001514,Patricia Crawford,HR Coordinator,user_buyer,0.573,1,False,True,0.8300000000000001,0.79,leadership_change,False,0,0.6158,2,Opportunity
CON-0013278,ACC-004829,Kevin Salazar,Head of Sales Ops,champion,0.406,2,False,True,1.0,0.846,none,False,0,0.804,2,Opportunity
CON-0013279,ACC-002759,Mark Holden,Chief Legal Officer,economic_buyer,0.21,1,True,False,0.8866666666666667,0.328,tech_refresh,False,1,0.6381,2,Opportunity
CON-0013280,ACC-004491,Michael Martin,Paralegal,user_buyer,0.154,3,False,False,1.0,0.499,none,True,1,0.7326,2,Opportunity
CON-0013281,ACC-003965,Steve Russo,VP Engineering,technical_validator,0.329,1,False,False,0.6625000000000001,0.783,none,False,0,0.362,1,SQL
CON-0013282,ACC-001897,Ariana Cruz,Legal Ops Manager,champion,0.417,1,False,True,0.8300000000000001,0.809,none,True,0,0.7352,2,Opportunity
CON-0013283,ACC-001748,Elizabeth Johnson,Legal Ops Manager,champion,0.24,1,False,False,0.44,0.85,leadership_change,False,1,0.3419,1,SQL
CON-0013284,ACC-004548,Steven Mills,Sales Rep,user_buyer,0.477,1,False,False,0.7114285714285715,0.868,leadership_change,True,1,0.807,2,Opportunity
CON-0013285,ACC-001032,Zachary Gutierrez,CFO,economic_buyer,0.231,1,False,True,0.5,0.699,funding_round,False,0,0.3907,1,SQL
CON-0013286,ACC-000492,Marcia Arnold,Paralegal,user_buyer,0.089,0,False,False,0.0,0.788,funding_round,False,1,0.1536,0,MQL
CON-0013287,ACC-002661,Kyle Hall,Head of Sales Ops,champion,0.744,2,False,False,0.7450000000000001,0.285,none,False,0,0.6201,2,Opportunity
CON-0013288,ACC-003586,Sarah Fitzpatrick,Sales Rep,user_buyer,0.544,1,False,False,0.8557142857142858,0.801,none,True,1,0.6171,2,Opportunity
CON-0013289,ACC-004980,Kristen Hurst,Director of Operations,champion,0.608,0,False,False,0.8640000000000001,0.412,funding_round,False,1,0.4448,1,SQL
CON-0013290,ACC-004566,Karen Decker,VP Procurement,economic_buyer,0.167,0,True,False,0.7766666666666667,0.185,funding_round,False,0,0.1967,0,MQL
CON-0013291,ACC-004983,Gwendolyn Higgins,Sales Rep,user_buyer,0.63,1,False,False,0.66,0.561,compliance_mandate,False,0,0.511,1,SQL
CON-0013292,ACC-000966,Benjamin Obrien,Paralegal,user_buyer,0.582,3,False,False,0.66,0.639,leadership_change,False,1,0.6229,2,Opportunity
CON-0013293,ACC-000016,James Russell,Sales Rep,user_buyer,0.598,0,False,True,0.33,0.458,leadership_change,False,0,0.1438,0,MQL
CON-0013294,ACC-002691,Jeffery Wood,CISO,technical_validator,0.678,1,False,False,0.7733333333333334,0.532,none,False,0,0.4574,1,SQL
CON-0013295,ACC-002665,Joseph Leonard,HR Coordinator,user_buyer,0.514,0,False,False,0.165,0.761,leadership_change,True,0,0.1996,0,MQL
CON-0013296,ACC-002863,David Mullins,Paralegal,user_buyer,0.486,0,False,False,0.22,0.574,compliance_mandate,False,1,0.2989,1,SQL
CON-0013297,ACC-000027,Joseph Moore,Legal Ops Manager,champion,0.115,2,False,False,0.22,0.578,compliance_mandate,False,1,0.1996,0,MQL
CON-0013298,ACC-002541,Daniel Martinez,VP Finance,economic_buyer,0.159,0,False,True,0.5533333333333333,0.976,none,True,1,0.5485,1,SQL
CON-0013299,ACC-004658,Erik Peterson,Director of Operations,champion,0.366,0,False,True,0.2,0.749,compliance_mandate,False,1,0.3862,1,SQL
CON-0013300,ACC-004643,David Horton,Chief Legal Officer,economic_buyer,0.392,3,False,True,0.8300000000000001,0.464,tech_refresh,False,1,0.8013,2,Opportunity
CON-0013301,ACC-002712,Jason Stewart,CISO,technical_validator,0.295,0,False,False,0.8866666666666667,0.966,none,False,1,0.6236,2,Opportunity
CON-0013302,ACC-001144,Tiffany West,VP Engineering,technical_validator,0.728,3,False,False,0.7733333333333334,0.816,none,False,1,0.4464,1,SQL
CON-0013303,ACC-003448,April Bell,Director of Operations,champion,0.582,3,False,True,0.7475,1.0,none,False,1,0.871,2,Opportunity
CON-0013304,ACC-000806,Ricardo Allen,IT Security Manager,technical_validator,0.071,0,False,False,0.5166666666666667,0.493,none,False,0,0.2493,1,SQL
CON-0013305,ACC-000284,Patricia Perry,Contracts Manager,user_buyer,0.198,1,False,False,0.53,0.814,tech_refresh,False,0,0.2003,0,MQL
CON-0013306,ACC-002510,Jonathan Roberts,IT Security Manager,technical_validator,0.204,1,False,False,0.5,0.437,none,False,1,0.3964,1,SQL
CON-0013307,ACC-000050,James Alvarado,Contracts Manager,user_buyer,0.329,0,False,False,0.745,0.588,none,False,0,0.348,1,SQL
CON-0013308,ACC-004165,Noah Atkinson,Contracts Manager,user_buyer,0.207,0,False,False,0.6633333333333334,0.712,leadership_change,False,0,0.1844,0,MQL
CON-0013309,ACC-002721,Lori Wallace,HR Coordinator,user_buyer,0.442,4,False,False,0.665,0.575,none,True,0,0.6561,2,Opportunity
CON-0013310,ACC-001713,Cynthia Smith,HR Coordinator,user_buyer,0.845,1,False,False,0.915,0.54,tech_refresh,False,1,0.6931,2,Opportunity
CON-0013311,ACC-002797,David Pena,Sales Rep,user_buyer,0.432,1,False,False,0.6633333333333333,0.928,none,False,0,0.4069,1,SQL
CON-0013312,ACC-001360,Aaron Payne,VP Engineering,technical_validator,0.6,3,False,False,0.5499999999999999,0.525,tech_refresh,True,1,0.5454,1,SQL
CON-0013313,ACC-001561,Alexis Daniels,Legal Ops Manager,champion,0.803,1,False,True,0.8057142857142858,0.836,none,True,0,0.4747,1,SQL
CON-0013314,ACC-000984,Ashley Peterson,CISO,technical_validator,0.582,2,False,False,0.7733333333333334,0.622,leadership_change,False,1,0.6315,2,Opportunity
CON-0013315,ACC-004341,Danielle Whitehead,Paralegal,user_buyer,0.732,0,False,False,0.798,0.832,none,True,1,0.8344,2,Opportunity
CON-0013316,ACC-004685,Denise Garrison,Contracts Manager,user_buyer,0.354,3,False,False,0.9381818181818182,0.814,funding_round,False,1,0.8532,2,Opportunity
CON-0013317,ACC-001951,Kristina Velasquez,VP Procurement,economic_buyer,0.483,0,True,False,0.8057142857142858,0.914,none,False,0,0.4857,1,SQL
CON-0013318,ACC-001119,Marie Thompson,Sales Rep,user_buyer,0.517,2,False,True,0.33,0.32,none,True,0,0.119,0,MQL
CON-0013319,ACC-001551,Alicia Moore,Chief Legal Officer,economic_buyer,0.401,1,False,True,0.44,0.889,funding_round,True,0,0.4512,1,SQL
CON-0013320,ACC-002628,Ryan Holt,Sales Rep,user_buyer,0.745,2,False,False,0.66,0.901,none,False,0,0.6379,2,Opportunity
CON-0013321,ACC-003678,Misty Crane,CISO,technical_validator,0.062,1,True,False,0.33,0.824,funding_round,False,0,0.4834,1,SQL
CON-0013322,ACC-001758,Rebecca Turner,Director of Operations,champion,0.564,3,True,False,1.0,0.598,none,False,1,0.8811,3,Closed-Won
CON-0013323,ACC-001273,Cindy Phillips,Paralegal,user_buyer,0.167,0,True,False,0.22,0.606,none,False,0,0.2246,0,MQL
CON-0013324,ACC-003963,Kristen Williams,Chief Legal Officer,economic_buyer,0.483,1,False,False,0.7300000000000001,1.0,compliance_mandate,False,1,0.7963,2,Opportunity
CON-0013325,ACC-002306,Jamie Lopez,Head of Sales Ops,champion,0.315,1,False,False,0.49750000000000005,0.618,funding_round,False,0,0.2048,0,MQL
CON-0013326,ACC-001546,Cynthia Collins,CISO,technical_validator,0.148,0,False,False,0.0,0.456,funding_round,True,0,0.289,1,SQL
CON-0013327,ACC-001165,Julie Hernandez,IT Security Manager,technical_validator,0.325,0,False,True,0.665,0.816,none,False,0,0.5098,1,SQL
CON-0013328,ACC-002084,Amy Soto,VP Procurement,economic_buyer,0.46,0,False,False,0.8300000000000001,0.083,none,False,0,0.5052,1,SQL
CON-0013329,ACC-004169,Jackson Harris,Paralegal,user_buyer,0.722,2,False,False,1.0,0.46,compliance_mandate,False,1,0.8156,2,Opportunity
CON-0013330,ACC-001587,Steven Sparks,HR Coordinator,user_buyer,0.281,1,False,True,0.665,0.486,compliance_mandate,False,0,0.2996,1,SQL
CON-0013331,ACC-000627,James Reyes,Contracts Manager,user_buyer,0.448,1,True,False,0.5533333333333333,0.137,funding_round,False,0,0.0975,0,MQL
CON-0013332,ACC-004790,Margaret Harris,Sales Rep,user_buyer,0.146,1,False,False,0.11,0.853,funding_round,False,0,0.0731,0,MQL
CON-0013333,ACC-003844,Mrs. Amy Johnson,Sales Rep,user_buyer,0.698,0,False,True,1.0,0.754,funding_round,False,1,0.5467,1,SQL
CON-0013334,ACC-004641,Crystal Boyd,Contracts Manager,user_buyer,0.441,0,False,False,0.5825,0.497,none,False,0,0.2183,0,MQL
CON-0013335,ACC-001820,Angela Gross,Director of Operations,champion,0.227,0,True,False,0.44,0.832,none,False,0,0.1698,0,MQL
CON-0013336,ACC-002096,Natalie Rogers,VP Procurement,economic_buyer,0.681,1,False,False,0.6620000000000001,0.571,tech_refresh,True,1,0.789,2,Opportunity
CON-0013337,ACC-003795,Sarah Ellis,VP Engineering,technical_validator,0.367,1,False,False,0.0,0.696,leadership_change,False,0,0.1004,0,MQL
CON-0013338,ACC-003950,Pamela Mitchell,CFO,economic_buyer,0.553,1,False,False,0.8640000000000001,0.631,none,False,0,0.4721,1,SQL
CON-0013339,ACC-003619,Linda Kennedy,Sales Rep,user_buyer,0.081,0,False,False,0.495,0.361,none,True,0,0.1212,0,MQL
CON-0013340,ACC-003220,Henry Rhodes,VP Finance,economic_buyer,0.387,3,False,False,0.8085714285714286,0.37,none,False,1,0.5219,1,SQL
CON-0013341,ACC-002461,Morgan Orozco,HR Coordinator,user_buyer,0.677,0,True,True,0.8866666666666667,0.472,tech_refresh,False,0,0.4628,1,SQL
CON-0013342,ACC-002411,Jason Copeland,IT Security Manager,technical_validator,0.618,0,False,False,0.7766666666666667,0.593,funding_round,False,1,0.6594,2,Opportunity
CON-0013343,ACC-003663,Jacqueline Leach,Director of Operations,champion,0.539,1,True,False,1.0,0.74,compliance_mandate,False,0,0.8528,2,Opportunity
CON-0013344,ACC-001574,William Meyers,VP Finance,economic_buyer,0.388,1,False,False,0.7733333333333334,0.643,funding_round,False,1,0.772,2,Opportunity
CON-0013345,ACC-003639,Elizabeth Phillips,Paralegal,user_buyer,0.075,2,False,False,0.5980000000000001,0.752,none,False,1,0.4312,1,SQL
CON-0013346,ACC-003588,Deborah Copeland,Paralegal,user_buyer,0.42,3,False,True,0.6633333333333334,0.486,funding_round,False,0,0.4365,1,SQL
CON-0013347,ACC-002937,Tracy Suarez,Contracts Manager,user_buyer,0.083,2,True,False,0.0,0.41,tech_refresh,False,0,0.0453,0,MQL
CON-0013348,ACC-004941,Danielle Dougherty,Paralegal,user_buyer,0.427,0,True,True,0.49500000000000005,0.521,none,True,0,0.2135,0,MQL
CON-0013349,ACC-003132,Jay Simpson,IT Security Manager,technical_validator,0.335,1,False,False,0.664,0.354,tech_refresh,False,0,0.4584,1,SQL
CON-0013350,ACC-001565,Paul Lee,Head of Sales Ops,champion,0.252,1,False,False,0.4640000000000001,0.558,leadership_change,True,1,0.3769,1,SQL
CON-0013351,ACC-000037,Ricky Robbins,Head of Sales Ops,champion,0.557,1,False,False,0.915,0.911,leadership_change,False,1,0.8035,2,Opportunity
CON-0013352,ACC-002911,Brian Bradford,CISO,technical_validator,0.628,0,True,False,0.5375000000000001,0.374,leadership_change,False,0,0.1751,0,MQL
CON-0013353,ACC-000021,Eric Miller,Legal Ops Manager,champion,0.46,0,False,False,0.8866666666666667,0.486,none,False,1,0.4385,1,SQL
CON-0013354,ACC-002475,Deanna Vaughn,IT Security Manager,technical_validator,0.531,1,False,False,0.4975,0.842,funding_round,False,1,0.3709,1,SQL
CON-0013355,ACC-000843,Ronald Williams II,Head of Sales Ops,champion,0.25,0,False,False,0.466,0.743,compliance_mandate,False,0,0.5192,1,SQL
CON-0013356,ACC-001027,Melanie Morgan,Sales Rep,user_buyer,0.067,0,False,False,0.4975,0.743,leadership_change,True,0,0.0871,0,MQL
CON-0013357,ACC-002991,Gregory Cobb,Director of Operations,champion,0.37,2,False,False,0.2,0.698,none,False,0,0.2154,0,MQL
CON-0013358,ACC-000492,Sharon Fischer,VP Finance,economic_buyer,0.169,1,False,False,0.5214285714285715,0.788,funding_round,False,1,0.497,1,SQL
CON-0013359,ACC-000226,Aaron Cross,HR Coordinator,user_buyer,0.208,1,False,False,0.33,0.713,none,False,0,0.0556,0,MQL
CON-0013360,ACC-004065,Kevin Flynn,Director of Operations,champion,0.576,0,False,True,0.5533333333333333,0.831,compliance_mandate,False,1,0.6629,2,Opportunity
CON-0013361,ACC-003120,Timothy Weber,VP Engineering,technical_validator,0.071,0,False,False,0.46399999999999997,0.751,none,False,0,0.2443,1,SQL
CON-0013362,ACC-004858,Anthony Woodard,Director of Operations,champion,0.533,1,True,False,0.495,0.95,compliance_mandate,False,1,0.4853,1,SQL
CON-0013363,ACC-000382,Jessica Green,Contracts Manager,user_buyer,0.419,2,False,False,0.732,0.491,none,True,1,0.6626,2,Opportunity
CON-0013364,ACC-004106,Amy Green,VP Procurement,economic_buyer,0.547,2,False,True,1.0,0.656,compliance_mandate,False,1,0.9037,3,Closed-Won
CON-0013365,ACC-000123,Edward Nelson,Head of Sales Ops,champion,0.284,0,True,True,0.2,0.509,compliance_mandate,False,0,0.4343,1,SQL
CON-0013366,ACC-001435,David Guerrero,Contracts Manager,user_buyer,0.562,3,False,False,0.7450000000000001,0.692,none,False,0,0.7384,2,Opportunity
CON-0013367,ACC-000355,Thomas Joyce,Paralegal,user_buyer,0.258,0,False,False,0.6625000000000001,0.796,leadership_change,False,1,0.4045,1,SQL
CON-0013368,ACC-001146,Rebecca Day,Paralegal,user_buyer,0.251,0,False,True,0.462,0.825,tech_refresh,False,1,0.2726,1,SQL
CON-0013369,ACC-004722,Susan Fisher,HR Coordinator,user_buyer,0.249,3,True,False,0.7300000000000001,0.62,tech_refresh,True,0,0.3258,1,SQL
CON-0013370,ACC-003540,Jeffrey Mack,Legal Ops Manager,champion,0.639,1,True,False,1.0,0.972,compliance_mandate,False,0,0.9139,3,Closed-Won
CON-0013371,ACC-003130,Jonathan Estrada,Contracts Manager,user_buyer,0.631,0,False,True,0.664,0.811,none,False,1,0.7074,2,Opportunity
CON-0013372,ACC-000306,Gary Saunders,Chief Legal Officer,economic_buyer,0.65,1,False,False,0.7475,0.943,none,False,1,0.8036,2,Opportunity
CON-0013373,ACC-003965,John Clark,CISO,technical_validator,0.475,0,False,True,0.662,0.783,none,False,0,0.5111,1,SQL
CON-0013374,ACC-003184,Mary Cooley,Director of Operations,champion,0.589,2,False,False,0.33,0.619,none,False,1,0.5761,1,SQL
CON-0013375,ACC-003949,Rachel Russell,Contracts Manager,user_buyer,0.17,0,True,False,0.0,0.522,leadership_change,True,0,0.1322,0,MQL
CON-0013376,ACC-000843,Stephen Allen,Legal Ops Manager,champion,0.596,1,False,False,0.44,0.743,compliance_mandate,False,0,0.4292,1,SQL
CON-0013377,ACC-001522,Mr. Benjamin Ewing,CISO,technical_validator,0.491,1,True,False,0.8300000000000001,0.837,tech_refresh,False,1,0.8168,2,Opportunity
CON-0013378,ACC-002757,Edward Turner,Sales Rep,user_buyer,0.572,3,True,True,0.8300000000000001,0.086,leadership_change,False,1,0.7998,2,Opportunity
CON-0013379,ACC-001642,Ruben Benjamin,Contracts Manager,user_buyer,0.163,3,False,True,0.66,0.694,compliance_mandate,False,0,0.6377,2,Opportunity
CON-0013380,ACC-001825,Fred Harris,HR Coordinator,user_buyer,0.33,0,True,False,0.5,0.834,compliance_mandate,False,1,0.3198,1,SQL
CON-0013381,ACC-004862,Larry Graham,Legal Ops Manager,champion,0.272,3,False,True,0.8866666666666667,0.334,none,False,1,0.7084,2,Opportunity
CON-0013382,ACC-001760,David Stokes,Director of Operations,champion,0.131,0,False,False,0.49750000000000005,0.922,none,False,0,0.3438,1,SQL
CON-0013383,ACC-004026,Marcus Hicks,Contracts Manager,user_buyer,0.277,0,True,False,0.495,0.829,none,False,0,0.3367,1,SQL
CON-0013384,ACC-000902,Amanda Burns,Legal Ops Manager,champion,0.609,0,False,False,0.33,0.458,funding_round,False,0,0.215,0,MQL
CON-0013385,ACC-002024,Brenda White,HR Coordinator,user_buyer,0.436,0,False,False,0.0,0.853,leadership_change,False,0,0.0887,0,MQL
CON-0013386,ACC-004860,Matthew Lee,Paralegal,user_buyer,0.153,3,False,False,1.0,0.975,leadership_change,False,1,0.6493,2,Opportunity
CON-0013387,ACC-002494,Jennifer Nguyen,Paralegal,user_buyer,0.253,1,False,False,0.532,0.745,none,False,1,0.6268,2,Opportunity
CON-0013388,ACC-004341,Gregory Ramirez,VP Engineering,technical_validator,0.278,2,False,False,0.55,0.832,none,True,1,0.6234,2,Opportunity
CON-0013389,ACC-003907,Kelly Williams,Paralegal,user_buyer,0.495,2,True,False,0.7183333333333334,0.685,none,False,0,0.2944,1,SQL
CON-0013390,ACC-002785,Donna Martinez,CISO,technical_validator,0.461,2,False,False,0.8640000000000001,0.316,none,False,0,0.5427,1,SQL
CON-0013391,ACC-004507,Chad Dixon,Head of Sales Ops,champion,0.302,0,False,True,0.664,0.976,none,False,1,0.713,2,Opportunity
CON-0013392,ACC-001641,Joshua Sanders,Head of Sales Ops,champion,0.367,1,False,False,0.8300000000000001,0.795,none,False,1,0.7063,2,Opportunity
CON-0013393,ACC-004952,Andrew Lowery,VP Finance,economic_buyer,0.419,0,False,False,0.33,0.77,leadership_change,False,0,0.3255,1,SQL
CON-0013394,ACC-001304,Ronald Mayo,CISO,technical_validator,0.378,1,False,False,0.5,0.677,funding_round,False,0,0.6215,2,Opportunity
CON-0013395,ACC-003722,Daniel Clark,Legal Ops Manager,champion,0.296,1,False,True,0.7733333333333334,0.961,tech_refresh,False,0,0.6663,2,Opportunity
CON-0013396,ACC-004709,Zachary Davis DDS,Paralegal,user_buyer,0.197,2,False,False,0.22,0.847,none,False,0,0.1011,0,MQL
CON-0013397,ACC-001278,Amy Lewis,Chief Legal Officer,economic_buyer,0.714,1,False,False,0.7475,0.482,none,True,1,0.8063,2,Opportunity
CON-0013398,ACC-003585,Theresa Mclaughlin,VP Procurement,economic_buyer,0.624,3,False,False,0.796,0.957,none,False,1,0.9329,3,Closed-Won
CON-0013399,ACC-000147,Nicholas Burton,Sales Rep,user_buyer,0.138,2,False,False,0.6083333333333334,0.336,none,False,1,0.4218,1,SQL
CON-0013400,ACC-001685,Mike Mathis,Sales Rep,user_buyer,0.494,1,False,False,0.775,0.68,none,False,0,0.493,1,SQL
CON-0013401,ACC-002311,Adam Morrison,IT Security Manager,technical_validator,0.251,1,False,False,0.11,0.579,none,True,0,0.2785,1,SQL
CON-0013402,ACC-004586,Julian Chapman,Head of Sales Ops,champion,0.141,2,False,True,0.37125,0.994,none,False,1,0.3711,1,SQL
CON-0013403,ACC-004730,James Thompson,VP Procurement,economic_buyer,0.71,1,False,False,0.8325,0.534,none,False,1,0.694,2,Opportunity
CON-0013404,ACC-003868,Mrs. Susan Meyer,Paralegal,user_buyer,0.344,2,False,True,0.79,0.365,funding_round,False,0,0.5075,1,SQL
CON-0013405,ACC-000058,Hailey Garcia,IT Security Manager,technical_validator,0.452,2,False,False,0.5960000000000001,0.658,none,False,0,0.342,1,SQL
CON-0013406,ACC-004966,Brooke Sanders,Director of Operations,champion,0.549,2,False,True,0.8866666666666667,0.566,compliance_mandate,False,1,0.6387,2,Opportunity
CON-0013407,ACC-004208,Emily Olsen,Contracts Manager,user_buyer,0.74,2,False,False,0.8071428571428572,0.532,none,False,1,0.7002,2,Opportunity
CON-0013408,ACC-003845,Anthony Spencer DDS,Sales Rep,user_buyer,0.563,2,False,False,1.0,0.761,compliance_mandate,True,0,0.8996,3,Closed-Won
CON-0013409,ACC-003254,Timothy Morrow,Legal Ops Manager,champion,0.494,1,False,True,0.7766666666666667,0.772,leadership_change,False,1,0.7917,2,Opportunity
CON-0013410,ACC-003967,Kimberly Garrett,VP Engineering,technical_validator,0.376,2,False,False,0.7475,0.773,none,False,1,0.5815,1,SQL
CON-0013411,ACC-004319,Maurice Hawkins,VP Engineering,technical_validator,0.596,3,False,True,0.66,0.536,none,False,1,0.4633,1,SQL
CON-0013412,ACC-000138,Luke Quinn,CISO,technical_validator,0.565,0,False,False,0.61,0.512,funding_round,False,0,0.2942,1,SQL
CON-0013413,ACC-000854,Mike Palmer,CISO,technical_validator,0.399,2,False,False,0.8557142857142858,0.593,none,True,0,0.7541,2,Opportunity
CON-0013414,ACC-004312,Anita Hall,CISO,technical_validator,0.412,3,True,False,0.7733333333333334,0.672,funding_round,True,0,0.724,2,Opportunity
CON-0013415,ACC-003217,Sarah Stewart,HR Coordinator,user_buyer,0.189,4,False,False,0.5800000000000001,1.0,none,False,1,0.4948,1,SQL
CON-0013416,ACC-002004,Brittany Combs,Sales Rep,user_buyer,0.661,0,False,True,0.8300000000000001,0.787,none,True,0,0.7773,2,Opportunity
CON-0013417,ACC-004762,Melissa Grimes,Legal Ops Manager,champion,0.675,0,False,False,0.6620000000000001,0.33,none,False,0,0.1918,0,MQL
CON-0013418,ACC-004275,Dave Green,Director of Operations,champion,0.346,0,False,False,0.33,0.785,none,False,0,0.3579,1,SQL
CON-0013419,ACC-000510,Lisa Green,Chief Legal Officer,economic_buyer,0.459,2,False,False,0.2,0.494,none,False,0,0.3793,1,SQL
CON-0013420,ACC-002013,Thomas Robles,HR Coordinator,user_buyer,0.075,0,False,False,0.5,0.516,funding_round,True,0,0.1726,0,MQL
CON-0013421,ACC-004518,Janet Holmes,Contracts Manager,user_buyer,0.088,1,False,False,0.49750000000000005,0.806,none,False,0,0.2553,1,SQL
CON-0013422,ACC-002284,Sherry Thompson,Legal Ops Manager,champion,0.918,1,False,True,0.7450000000000001,0.379,none,True,0,0.633,2,Opportunity
CON-0013423,ACC-003803,Kiara Soto,Sales Rep,user_buyer,0.785,1,False,False,0.2,0.424,none,False,0,0.3522,1,SQL
CON-0013424,ACC-000370,Erika Payne,Legal Ops Manager,champion,0.428,2,False,False,0.8300000000000001,1.0,none,True,1,0.7458,2,Opportunity
CON-0013425,ACC-000652,Kimberly Adams,Paralegal,user_buyer,0.348,0,True,False,0.33,0.943,tech_refresh,False,0,0.2099,0,MQL
CON-0013426,ACC-001314,Timothy Bruce,CISO,technical_validator,0.424,3,False,False,0.7183333333333334,0.462,none,True,1,0.7638,2,Opportunity
CON-0013427,ACC-001524,David Taylor,Sales Rep,user_buyer,0.412,1,False,True,0.6633333333333334,0.916,none,False,0,0.6338,2,Opportunity
CON-0013428,ACC-004866,Ryan Murphy,VP Engineering,technical_validator,0.441,1,False,False,0.75,0.721,none,False,1,0.6404,2,Opportunity
CON-0013429,ACC-003370,William Jones,Head of Sales Ops,champion,0.35,1,True,False,0.49750000000000005,0.625,none,True,0,0.3917,1,SQL
CON-0013430,ACC-000633,Nicholas Smith,VP Procurement,economic_buyer,0.274,2,False,True,0.53,0.505,none,False,1,0.3922,1,SQL
CON-0013431,ACC-003241,Michael Dudley,Sales Rep,user_buyer,0.17,2,True,False,0.37714285714285717,1.0,compliance_mandate,True,1,0.5224,1,SQL
CON-0013432,ACC-003371,Crystal Bautista,Head of Sales Ops,champion,0.091,1,False,False,0.44333333333333336,0.656,leadership_change,False,0,0.3314,1,SQL
CON-0013433,ACC-003855,Ashley Santana,CFO,economic_buyer,0.149,0,False,False,0.4640000000000001,0.621,leadership_change,False,1,0.1825,0,MQL
CON-0013434,ACC-002405,Erin Anderson,HR Coordinator,user_buyer,0.532,3,False,False,1.0,0.752,compliance_mandate,False,1,0.6936,2,Opportunity
CON-0013435,ACC-000305,Vanessa Johnson,Contracts Manager,user_buyer,0.26,1,False,False,0.6616666666666667,0.99,tech_refresh,False,1,0.7909,2,Opportunity
CON-0013436,ACC-001730,Gary Garcia,Paralegal,user_buyer,0.401,0,False,False,0.495,1.0,none,False,0,0.2751,1,SQL
CON-0013437,ACC-000755,Maria Baldwin,Sales Rep,user_buyer,0.4,0,False,False,0.4416666666666667,0.772,none,True,0,0.3578,1,SQL
CON-0013438,ACC-001893,David Delgado,VP Procurement,economic_buyer,0.353,1,False,False,0.7100000000000001,0.714,none,True,0,0.6934,2,Opportunity
CON-0013439,ACC-000763,Sheila Martin,Contracts Manager,user_buyer,0.395,0,False,False,0.732,0.811,leadership_change,False,1,0.4553,1,SQL
CON-0013440,ACC-003739,John Harris,Chief Legal Officer,economic_buyer,0.276,1,True,False,0.8300000000000001,0.156,compliance_mandate,False,1,0.3942,1,SQL
